rank,profile,name,url,state,revenue,growth_%,industry,workers,previous_workers,founded,yrs_on_list,metro,city,total_workers
2242,https://www.inc.com/profile/propharma-sales,ProPharma Sales,propharmasales.com,MO,4800000,179.4639,Advertising & Marketing,32,15,2013,2,"St. Louis, MO-IL",Saint Louis,47
2243,https://www.inc.com/profile/avidxchange,AvidXchange,avidxchange.com,NC,124900000,179.4065,Software,1200,508,2000,7,Charlotte,Charlotte,1708
2244,https://www.inc.com/profile/becker-wright-consultants,Becker Wright Consultants,beckerwrightconsultants.com,TX,4300000,179.386,Human Resources,22,15,2003,3,Austin,Austin,37
2245,https://www.inc.com/profile/gem-manufacturing,GEM Manufacturing,gem-mfg.com,AL,10000000,179.3379,Manufacturing,42,18,2006,1,Chicago,Kenosha,60
2246,https://www.inc.com/profile/plum-creek-environmental-technologies,Plum Creek Environmental Technologies,plumcreeket.com,MS,9500000,179.2604,Environmental Services,64,30,2009,3,Unknown,West Point,94
2247,https://www.inc.com/profile/skull-shaver,Skull Shaver,skullshaver.com,NJ,6500000,179.2005,Retail,10,5,2012,2,Philadelphia,Moorestown,15
2248,https://www.inc.com/profile/the-arbinger-institute,The Arbinger Institute,arbinger.com,UT,13100000,179.1227,Business Products & Services,50,14,1979,1,"Ogden-Clearfield, UT",Farmington,64
2249,https://www.inc.com/profile/omniprint-international,OmniPrint International,omniprintonline.com,CA,8000000,179.1025,Manufacturing,30,3,2004,2,Los Angeles,Costa Mesa,33
2250,https://www.inc.com/profile/ceo-coaching-international,CEO Coaching International,ceocoachinginternational.com,CA,9600000,179.0972,Business Products & Services,3,1,2008,5,Los Angeles,Newport Beach,4
2251,https://www.inc.com/profile/growth-institute,Growth Institute,growthinstitute.com,TX,2500000,179.0592,Education,25,12,2012,2,Austin,Austin,37
2252,https://www.inc.com/profile/intelligent-video-solutions,Intelligent Video Solutions,ipivs.com,WI,6800000,178.9779,Software,27,6,2014,3,Milwaukee,Waukesha,33
2253,https://www.inc.com/profile/adaptibar,AdaptiBar,adaptibar.com,IL,5500000,178.8036,Education,8,6,2003,3,Chicago,Chicago,14
2254,https://www.inc.com/profile/praetorian,Praetorian,praetorian.com,TX,12400000,178.5508,Security,50,10,2011,6,Austin,Austin,60
2255,https://www.inc.com/profile/trudigital-signage,truDigital Signage,trudigital.com,UT,2100000,178.5316,Software,20,5,2011,1,Salt Lake City,Sandy,25
2256,https://www.inc.com/profile/la-colombe-coffee-roaster,La Colombe Coffee Roaster,lacolombe.com,PA,94900000,178.2102,Food & Beverage,715,386,1994,2,Philadelphia,Philadelphia,1101
2257,https://www.inc.com/profile/magnolia-river-services,Magnolia River Services,magnolia-river.com,AL,63900000,178.1924,Engineering,406,162,2000,2,Unknown,Hartselle,568
2258,https://www.inc.com/profile/lenora-systems,Lenora Systems,lenorasystems.com,WA,15800000,178.187,IT System Development,100,15,2012,3,Seattle,Redmond,115
2259,https://www.inc.com/profile/novasyte,Novasyte,novasyte.com,CA,41100000,178.1718,Health,956,145,2008,7,San Diego,Carlsbad,1101
2260,https://www.inc.com/profile/skyline-scaffold,SkyLine Scaffold,skylinescaffold.com,CA,15200000,178.0732,Construction,80,50,2005,3,"Sacramento, CA",Sacramento,130
2261,https://www.inc.com/profile/milltown-plumbing-heating-ac-and-drain-cleaning,"MillTown Plumbing, Heating, AC, and Drain Cleaning",milltownplumbing.com,MA,8000000,178.0471,Construction,50,24,1979,3,Boston,Chelmsford,74
2262,https://www.inc.com/profile/eventsphere,EventSphere,eventsphere.com,GA,4500000,177.833,Travel & Hospitality,30,22,2010,3,Atlanta,Atlanta,52
2263,https://www.inc.com/profile/renters-warehouse-houston,Renters Warehouse Houston,renterswarehouse.com/houston,TX,2800000,177.4638,Real Estate,14,7,2013,1,Houston,Houston,21
2264,https://www.inc.com/profile/veritas-prime,Veritas Prime,http://veritasprime.com,ME,8100000,177.3218,Software,42,9,2013,2,Unknown,Portland,51
2265,https://www.inc.com/profile/iti-communications,ITI Communications,iticommunications.com,NC,13800000,177.2607,IT System Development,12,9,2010,4,Charlotte,Charlotte,21
2266,https://www.inc.com/profile/casino-cash-trac,Casino Cash Trac,http://casinocashtrac.com,OK,6700000,177.1844,Software,28,10,2012,4,"Tulsa, OK",tulsa,38
2267,https://www.inc.com/profile/clearplan,ClearPlan,clearplanconsulting.com,MA,22200000,177.1407,Business Products & Services,104,28,2013,1,Unknown,Westborough,132
2268,https://www.inc.com/profile/murphy-door,Murphy Door,murphydoor.com,UT,5700000,177.0118,Manufacturing,38,8,2014,1,"Ogden-Clearfield, UT",West Haven,46
2269,https://www.inc.com/profile/raneys,Raney's,raneys.com,FL,29800000,176.9799,Retail,80,30,2010,4,Unknown,Ocala,110
2270,https://www.inc.com/profile/modernizing-medicine,Modernizing Medicine,http://modmed.com,FL,144900000,176.6214,Software,701,428,2010,5,Miami,Boca Raton,1129
2271,https://www.inc.com/profile/omegaquant,OmegaQuant,omegaquant.com,SD,2500000,176.5465,Health,15,10,2009,1,Unknown,Sioux Falls,25
2272,https://www.inc.com/profile/cloudnexion,Cloudnexion,cloudnexion.com,CO,2100000,176.3836,Business Products & Services,3,1,2012,1,Denver,Littleton,4
2273,https://www.inc.com/profile/the-nutrition-corners,The Nutrition Corners,thenutritioncorners.com,VA,4600000,176.3145,Health,25,8,2010,3,"Washington, DC",Vienna,33
2274,https://www.inc.com/profile/show-imaging,Show Imaging,showimaging.com,CA,13200000,176.303,Travel & Hospitality,43,16,2009,2,San Diego,Vista,59
2275,https://www.inc.com/profile/pioneer-bank,Pioneer Bank,pioneer.bank,TX,45300000,176.2676,Financial Services,230,75,2007,7,Austin,Austin,305
2276,https://www.inc.com/profile/capacity,Capacity,capacityllc.com,NJ,76900000,176.2292,Logistics & Transportation,740,392,1999,6,New York City,North Brunswick,1132
2277,https://www.inc.com/profile/ecutopia,ecUtopia,ecutopia.com,CA,3900000,176.1972,Software,14,10,2011,2,San Diego,San Diego,24
2278,https://www.inc.com/profile/lsp-technologies,LSP Technologies,lsptechnologies.com,OH,11000000,176.193,Manufacturing,49,22,1995,1,"Columbus, OH",Dublin,71
2279,https://www.inc.com/profile/manhattanhomedesigncom,ManhattanHomeDesign.com,manhattanhomedesign.com,NY,4200000,176.1723,Retail,10,3,2005,2,New York City,New York,13
2280,https://www.inc.com/profile/jahnel-group,Jahnel Group,jahnelgroup.com,NY,5200000,176.098,Software,65,26,2009,3,"Albany-Schenectady-Troy, NY",Schenectady,91
2281,https://www.inc.com/profile/pipaya-partners,Pipaya Partners,pipaya.com,VA,4400000,176.0876,Financial Services,11,6,2009,3,"Washington, DC",Vienna,17
2282,https://www.inc.com/profile/teeming-vacation-rentals,Teeming Vacation Rentals,teemingvr.com,FL,13200000,175.9615,Travel & Hospitality,36,13,2013,3,"Orlando, FL",Winter Park,49
2283,https://www.inc.com/profile/jns-media-specialists,JNS Media Specialists,jnsnext.com,CA,7300000,175.953,Advertising & Marketing,11,5,2008,1,"Inland Empire, CA",La Quinta,16
2284,https://www.inc.com/profile/emergency-restoration-xperts,Emergency Restoration Xperts,erx247.com,NC,12800000,175.9485,Construction,90,40,2013,2,Charlotte,Charlotte,130
2285,https://www.inc.com/profile/medevoke,MedEvoke,medevoke.com,NJ,5100000,175.9365,Health,17,5,1999,1,New York City,High Bridge,22
2286,https://www.inc.com/profile/onpar-technologies,OnPar Technologies,onpartech.com,NC,4000000,175.8069,IT Management,10,8,2007,2,"Durham, NC",Durham,18
2287,https://www.inc.com/profile/medirevv,MediRevv,medirevv.com,IA,56100000,175.7547,Health,660,260,2007,8,Unknown,Coralville,920
2288,https://www.inc.com/profile/oakman-aerospace,Oakman Aerospace,oak-aero.com,CO,4600000,175.6917,Engineering,23,9,2012,1,Denver,Littleton,32
2289,https://www.inc.com/profile/azalea-health-innovations,Azalea Health Innovations,azaleahealth.com,GA,14100000,175.651,Health,171,69,2008,3,Atlanta,Atlanta,240
2290,https://www.inc.com/profile/esquared-communication-consulting,eSquared Communication Consulting,e2cc.com,AZ,28800000,175.589,Telecommunications,130,60,2001,6,Phoenix,Tempe,190
2291,https://www.inc.com/profile/cubbys,Cubby's,cubbys.co,UT,14800000,175.5882,Food & Beverage,315,98,2012,2,"Provo-Orem, UT",American Fork,413
2292,https://www.inc.com/profile/squaremouth,Squaremouth,squaremouth.com,FL,13500000,175.3362,Insurance,35,36,2003,7,Tampa,St. Petersburg,71
2293,https://www.inc.com/profile/nri-usa,NRI USA,nri-distribution.com,CA,40300000,175.1586,Logistics & Transportation,350,100,2011,1,Los Angeles,Los Angeles,450
2294,https://www.inc.com/profile/rising-sun-farms,Rising Sun Farms,risingsunfarms.com,OR,13700000,175.153,Food & Beverage,35,30,1985,8,Unknown,Phoenix,65
2295,https://www.inc.com/profile/adopt-technologies,Adopt Technologies,adopttechnologies.com,AZ,3000000,175.1452,IT Management,15,8,2004,2,Phoenix,Phoenix,23
2296,https://www.inc.com/profile/bigspeak-speakers-bureau,BigSpeak Speakers Bureau,bigspeak.com,CA,29700000,175.1346,Business Products & Services,31,13,1995,5,"Santa Barbara-Santa Maria-Goleta, CA",Santa Barbara,44
2297,https://www.inc.com/profile/lsinc,LSINC,lsinc.com,AL,12700000,174.9417,Government Services,85,45,2008,2,"Huntsville, AL",Huntsville,130
2298,https://www.inc.com/profile/redeemers-group,Redeemers Group,redeemersgroup.com,TN,7000000,174.9318,Construction,55,22,2007,3,Unknown,Memphis,77
2299,https://www.inc.com/profile/defender-screens-international-dba-progressive-screens,Progressive Screens,http://progressivescreens.com,FL,6200000,174.8983,Manufacturing,23,5,2014,2,"Sarasota-Bradenton-Venice, FL",Sarasota,28
2300,https://www.inc.com/profile/client-command,Client Command,clientcommand.com,GA,21700000,174.8556,Advertising & Marketing,83,25,1999,8,Atlanta,Cumming,108
2301,https://www.inc.com/profile/health-catalyst,Health Catalyst,healthcatalyst.com,UT,112600000,174.7316,Health,734,411,2008,7,Salt Lake City,Salt Lake City,1145
2302,https://www.inc.com/profile/db-elite-construction-group,D&B Elite Construction Group,dandelite.com,PA,13700000,174.7078,Construction,25,4,2010,4,Unknown,Sinking Spring,29
2303,https://www.inc.com/profile/host-healthcare,Host Healthcare,hosthealthcare.com,CA,35200000,174.6913,Health,70,30,2012,3,San Diego,La Jolla,100
2304,https://www.inc.com/profile/teriyaki-madness,Teriyaki Madness,teriyakimadness.com,CO,32900000,174.6089,Food & Beverage,26,9,2003,3,Denver,Denver,35
2305,https://www.inc.com/profile/achieveit,AchieveIt,achieveit.com,GA,3900000,174.5775,Software,40,27,2010,3,Atlanta,Atlanta,67
2306,https://www.inc.com/profile/gg-led-lighting,G&G LED Lighting,ggled.net,NY,6300000,174.4377,Manufacturing,18,8,2011,4,"Albany-Schenectady-Troy, NY",Clifton Park,26
2307,https://www.inc.com/profile/argotrak,Argotrak,argotrak.com,FL,3900000,174.3293,Business Products & Services,10,8,2009,3,Unknown,Naples,18
2308,https://www.inc.com/profile/the-ranger-group,The Ranger Group,gorangergroup.com,TX,11200000,174.1951,Human Resources,200,40,2009,1,Dallas,Frisco,240
2309,https://www.inc.com/profile/ad-results-media,Ad Results Media,adresultsmedia.com,TX,157600000,174.1609,Advertising & Marketing,80,40,1998,1,Houston,Houston,120
2310,https://www.inc.com/profile/studio-11-design,Studio 11 Design,studio11design.com,TX,4000000,174.0715,Travel & Hospitality,40,19,2011,2,Dallas,Dallas,59
2310,https://www.inc.com/profile/a-staffing,A+ Staffing,http://apluspeople.com,TX,14900000,174.0686,Advertising & Marketing,30,18,1995,2,Dallas,Dallas,48
2311,https://www.inc.com/profile/jcm-capital-investments,JCM Capital Investments,jcminvestments.com,CA,3400000,174.0612,Real Estate,5,1,2012,2,Los Angeles,GLENDALE,6
2312,https://www.inc.com/profile/real-social-dynamics,Real Social Dynamics,realsocialdynamics.com,NV,10100000,174.0478,Consumer Products & Services,70,50,2002,2,"Las Vegas, NV",Las Vegas,120
2313,https://www.inc.com/profile/talent-framework,Talent Framework,talentframework.com,NV,13500000,173.9427,Human Resources,1353,750,2007,1,Unknown,Reno,2103
2314,https://www.inc.com/profile/mis-solutions,MIS Solutions,mis-solutions.com,GA,5900000,173.9277,IT Management,47,19,1995,3,Atlanta,Suwanee,66
2315,https://www.inc.com/profile/tripack,Tripack,tripack.net,OH,14200000,173.894,Manufacturing,45,20,2003,1,Cincinnati,Milford,65
2316,https://www.inc.com/profile/amicon-management,Amicon Management,amiconmanagement.us,FL,3900000,173.874,Real Estate,31,5,2005,3,Miami,Miami,36
2317,https://www.inc.com/profile/medisouth,Medisouth,medisouth.com,TX,31200000,173.6652,Business Products & Services,40,16,2009,2,Houston,Houston,56
2318,https://www.inc.com/profile/gpstrackit,GPS Trackit,http://gpstrackit.com,GA,31600000,173.6276,Software,160,48,2001,1,Atlanta,Roswell,208
2319,https://www.inc.com/profile/window-nation,Window Nation,windownation.com,MD,132400000,173.5947,Construction,351,76,2006,3,Baltimore,Fulton,427
2320,https://www.inc.com/profile/smarthouse-heating-cooling,SmartHouse Heating & Cooling,callsmarthouse.com,MO,2700000,173.5765,Construction,16,7,2008,1,"St. Louis, MO-IL",St. Louis,23
2321,https://www.inc.com/profile/plus-group,Plus Group,plusgroups.com,OH,57000000,173.5578,Engineering,164,117,1996,2,Cincinnati,Cincinnati,281
2322,https://www.inc.com/profile/levelset,Levelset,http://levelset.com,LA,7400000,173.4596,Software,143,37,2007,1,Unknown,New Orleans,180
2323,https://www.inc.com/profile/captive-alternatives,Captive Alternatives,captivealternatives.com,GA,6700000,173.3507,Insurance,15,8,2000,3,Atlanta,Atlanta,23
2324,https://www.inc.com/profile/agilis-systems,Agilis Systems,agilissystems.com,MO,35600000,173.2945,Software,104,39,2004,3,"St. Louis, MO-IL",Chesterfield,143
2325,https://www.inc.com/profile/smp-pharmacy-solutions,SMP Pharmacy Solutions,smppharmacy.com,FL,213900000,173.2941,Health,148,95,2003,11,Miami,Miami,243
2326,https://www.inc.com/profile/usconnect,USConnect,usconnect.biz,NC,13800000,172.9187,Food & Beverage,9,4,2011,1,Unknown,Greensboro,13
2327,https://www.inc.com/profile/brandnexcom,BrandNex.com,brandnex.com,TX,5300000,172.8228,Business Products & Services,20,10,2011,4,Houston,Sugar Land,30
2328,https://www.inc.com/profile/bodyhealth,BodyHealth,bodyhealth.com,FL,4900000,172.7723,Health,8,4,2000,1,Tampa,Clearwater,12
2329,https://www.inc.com/profile/jenis-splendid-ice-creams,Jeni's Splendid Ice Creams,jenis.com,OH,42400000,172.7303,Food & Beverage,727,524,2002,1,"Columbus, OH",Columbus,1251
2330,https://www.inc.com/profile/fortified-data,Fortified Data,fortifieddata.com,SC,5700000,172.6808,IT Management,20,7,2014,2,Charlotte,Fort Mill,27
2331,https://www.inc.com/profile/grand-river-aseptic-manufacturing,Grand River Aseptic Manufacturing,grandriverasepticmfg.com,MI,27400000,172.5962,Health,166,83,2011,3,Unknown,Grand Rapids,249
2332,https://www.inc.com/profile/sada-systems,SADA Systems,sadasystems.com,CA,127300000,172.5826,IT Management,225,119,2000,12,Los Angeles,North Hollywood,344
2333,https://www.inc.com/profile/los-angeles-distributing-company,Los Angeles Distributing Company,ladistco.com,CA,12000000,172.3482,Food & Beverage,35,19,2012,2,Los Angeles,Commerce,54
2334,https://www.inc.com/profile/boa-logistics,Boa Logistics,boalogistics.com,CA,20500000,172.3153,Logistics & Transportation,25,10,2011,5,Los Angeles,Culver City,35
2335,https://www.inc.com/profile/mediasmack,MediaSmack,mediasmack.com,TX,3400000,172.1399,Advertising & Marketing,24,4,2013,2,"Sacramento, CA",Austin,28
2336,https://www.inc.com/profile/data-storage-science,Data Storage Science,ds-science.com,VA,5400000,172.1307,IT Management,16,14,2008,1,"Washington, DC",Ashburn,30
2337,https://www.inc.com/profile/peersource,PeerSource,mypeersource.com,CO,3300000,172.0807,Human Resources,10,5,2011,3,Denver,Englewood,15
2338,https://www.inc.com/profile/integrated-biometrics,Integrated Biometrics,integratedbiometrics.com,SC,15400000,171.785,Security,50,33,2009,4,"Greenville-Mauldin-Easley, SC",Spartanburg,83
2339,https://www.inc.com/profile/airosmith-development,Airosmith Development,airosmithdevelopment.com,NY,16000000,171.7408,Telecommunications,63,26,2004,3,"Albany-Schenectady-Troy, NY",Saratoga Springs,89
2340,https://www.inc.com/profile/trio,Trio,http://triodesign.com,CO,9200000,171.6349,Business Products & Services,58,14,1999,1,Denver,Denver,72
2341,https://www.inc.com/profile/coldwell-banker-distinctive-properties,Coldwell Banker Distinctive Properties,cbdistinctive.com,CO,20300000,171.4727,Real Estate,289,15,2006,1,Unknown,Grand Junction,304
2342,https://www.inc.com/profile/collateral-management,Collateral Management,youramc.com,FL,16100000,171.4122,Financial Services,30,16,2010,5,Miami,Fort Lauderdale,46
2343,https://www.inc.com/profile/schadler-industrial,Schadler Industrial,schadlerindustrial.com,PA,13900000,171.2387,Construction,18,18,2010,1,Unknown,Kutztown,36
2344,https://www.inc.com/profile/ssdm,SSDM,ssdm.co,MI,2000000,170.8223,Advertising & Marketing,21,9,2008,1,Detroit,Troy,30
2345,https://www.inc.com/profile/spangler-restoration,Spangler Restoration,callspangler.com,NC,24800000,170.813,Construction,110,52,2009,5,Charlotte,Indian Trail,162
2346,https://www.inc.com/profile/bpo-usa,BPO USA,bpobpo.com,FL,17500000,170.7322,Advertising & Marketing,120,15,2014,1,Tampa,New Port Richey,135
2347,https://www.inc.com/profile/egen-solutions,EGen Solutions,egen.solutions,IL,45700000,170.7114,IT System Development,250,120,2000,5,Chicago,Naperville,370
2348,https://www.inc.com/profile/golden-financial-services-debt-settlement-corp,Golden Financial Services Debt Settlement Corp.,goldenfs.org,FL,2100000,170.5116,Financial Services,25,3,2004,1,Miami,Boynton Beach,28
2349,https://www.inc.com/profile/superior-restoration,Superior Restoration,superiorrestore.com,CA,8900000,170.4854,Construction,63,19,2012,2,"Inland Empire, CA",Lake Elsinore,82
2350,https://www.inc.com/profile/level-2-legal-solutions,Level 2 Legal Solutions,level2legal.com,TX,13000000,170.4023,Business Products & Services,95,45,2009,3,Unknown,Tyler,140
2351,https://www.inc.com/profile/the-autumn-group,The Autumn Group,theautumngroupllc.com,NH,10400000,170.394,IT Management,13,7,2008,4,Boston,"Windham, NH",20
2352,https://www.inc.com/profile/hawksearch,Hawksearch,hawksearch.com,IL,4200000,170.3795,Software,16,4,2012,2,Chicago,Des Plaines,20
2353,https://www.inc.com/profile/sales-xceleration,Sales Xceleration,salesxceleration.com,IN,2000000,170.3265,Business Products & Services,5,3,2011,1,"Indianapolis, IN",Indianapolis,8
2354,https://www.inc.com/profile/athletx-sports-group,Athletx Sports Group,athletx.com,KY,9500000,170.1207,Consumer Products & Services,41,10,2012,2,"Louisville/Jefferson County, KY-IN",Louisville,51
2355,https://www.inc.com/profile/pc-age,PC Age,pcage.edu,NJ,5300000,169.7615,Education,30,20,1991,5,New York City,Jersey City,50
2356,https://www.inc.com/profile/uncomn,Uncomn,http://uncomn.com,IL,11000000,169.7369,IT System Development,110,65,2010,1,"St. Louis, MO-IL",Scott AFB,175
2357,https://www.inc.com/profile/intelpath,Intelpath,intelpath.com,IL,2200000,169.5958,Telecommunications,6,3,2010,2,Chicago,Hinsdale,9
2358,https://www.inc.com/profile/triad-rf-systems,Triad RF Systems,triadrf.com,NJ,4000000,169.5694,Telecommunications,17,8,2010,2,New York City,East Brunswick,25
2359,https://www.inc.com/profile/katalyst-group,Katalyst Group,katalystgroup.com,CA,3400000,169.4673,Human Resources,9,2,2006,3,Los Angeles,Bell Canyon,11
2360,https://www.inc.com/profile/onsite-oilfield-service,OnSite Oilfield Service,onsiteoilfieldservice.com,TX,9300000,169.3183,Energy,105,45,2011,2,Unknown,Abilene,150
2361,https://www.inc.com/profile/national-petroleum,National Petroleum,petronational.com,CA,157700000,169.292,Energy,39,29,2002,8,San Francisco,Newark,68
2362,https://www.inc.com/profile/simply-dental-management,Simply Dental Management,simplydentalmanagement.com,MA,17600000,169.1982,Health,240,60,2005,1,Boston,Hopkinton,300
2363,https://www.inc.com/profile/poppin,Poppin,poppin.com,NY,62100000,169.121,Business Products & Services,142,115,2009,3,New York City,New York,257
2364,https://www.inc.com/profile/phaidon-international,Phaidon International,phaidoninternational.com,NY,119800000,169.1087,Human Resources,637,249,2004,3,New York City,New York,886
2365,https://www.inc.com/profile/tallwave,Tallwave,tallwave.com,AZ,8900000,169.044,Business Products & Services,59,26,2009,5,Phoenix,Scottsdale,85
2366,https://www.inc.com/profile/wellbiz-brands,WellBiz Brands,wellbizbrands.com,CO,34800000,168.9561,Health,90,38,2006,2,Denver,Englewood,128
2367,https://www.inc.com/profile/agency672,Agency672,http://agency672.com,GA,2100000,168.9481,Advertising & Marketing,1,1,2013,1,Atlanta,Atlanta,2
2368,https://www.inc.com/profile/isi-professional-services,ISI Professional Services,isiwdc.com,VA,9900000,168.9284,Government Services,42,22,1991,2,"Washington, DC",Fairfax,64
2369,https://www.inc.com/profile/onedigital-health-and-benefits,OneDigital Health and Benefits,onedigital.com,GA,313200000,168.926,Insurance,1487,660,2000,13,Atlanta,Atlanta,2147
2370,https://www.inc.com/profile/method-architecture,Method Architecture,methodarchitecture.com,TX,9700000,168.918,Construction,58,22,2008,4,Houston,Houston,80
2371,https://www.inc.com/profile/strolid,Strolid,strolid.com,NH,5900000,168.8311,Business Products & Services,116,52,2014,2,Unknown,Salem,168
2372,https://www.inc.com/profile/edge-business-systems,Edge Business Systems,http://edgeatl.com,GA,12700000,168.7715,Business Products & Services,40,14,2012,3,Atlanta,Roswell,54
2373,https://www.inc.com/profile/consumer-acquisition,Consumer Acquisition,consumeracquisition.com,CA,6200000,168.6878,Advertising & Marketing,24,6,2013,2,San Francisco,San Francisco,30
2374,https://www.inc.com/profile/propeller,Propeller,propellerconsulting.com,OR,17800000,168.6703,Business Products & Services,100,45,2012,3,Unknown,Portland,145
2375,https://www.inc.com/profile/millennium-alliance,Millennium Alliance,mill-all.com,NY,17200000,168.5778,Business Products & Services,66,25,2014,1,New York City,New York,91
2376,https://www.inc.com/profile/pros-corporate-housing,P.R.O.S. Corporate Housing,proscorporatehousing.com,AZ,5500000,168.4434,Travel & Hospitality,10,4,2013,2,Phoenix,Phoenix,14
2377,https://www.inc.com/profile/athena-technology-group,Athena Technology Group,athenatechgrp.com,VA,7200000,168.1724,Government Services,46,21,2010,3,"Washington, DC",Herndon,67
2378,https://www.inc.com/profile/battlbox,BattlBox,battlbox.com,GA,11900000,168.0964,Consumer Products & Services,35,6,2015,1,Unknown,Milledgeville,41
2379,https://www.inc.com/profile/converge-consulting,Converge Consulting,convergeconsulting.org,IA,5700000,168.0456,Advertising & Marketing,47,14,2011,4,Unknown,Cedar Rapids,61
2380,https://www.inc.com/profile/british-swim-school,British Swim School,http://britishswimschool.com,FL,5200000,167.8309,Education,8,4,1981,3,Miami,Fort Lauderdale,12
2381,https://www.inc.com/profile/abstrakt-marketing-group,Abstrakt Marketing Group,abstraktmg.com,MO,23300000,167.7372,Advertising & Marketing,260,97,2009,5,"St. Louis, MO-IL",Saint Louis,357
2382,https://www.inc.com/profile/engineerai,Engineer.ai,engineer.ai,CA,34100000,167.6863,IT System Development,149,50,2012,1,Los Angeles,Culver City,199
2383,https://www.inc.com/profile/homespire-mortgage,Homespire Mortgage,homespiremortgage.com,MD,34200000,167.6785,Financial Services,225,40,2006,3,"Washington, DC",Gaithersburg,265
2384,https://www.inc.com/profile/abode-luxury-rentals,Abode Luxury Rentals,abodeluxuryrentals.com,UT,7800000,167.5928,Travel & Hospitality,17,7,2010,3,Salt Lake City,Park City,24
2385,https://www.inc.com/profile/arixa-capital-advisors,Arixa Capital Advisors,arixacapital.com,CA,7800000,167.5623,Financial Services,25,11,2006,1,Los Angeles,Los Angeles,36
2386,https://www.inc.com/profile/fathom-realty,Fathom Realty,fathomrealty.com,NC,84300000,167.5266,Real Estate,25,10,2010,6,"Raleigh, NC",Cary,35
2387,https://www.inc.com/profile/caldera-medical,Caldera Medical,calderamedical.com,CA,19200000,167.4842,Health,72,24,2002,2,Los Angeles,Agoura Hills,96
2388,https://www.inc.com/profile/acuity-technologies,Acuity Technologies,acuitytech.com,FL,8000000,167.0671,IT Management,29,5,2002,1,Tampa,Tampa,34
2389,https://www.inc.com/profile/symplr,Symplr,http://symplr.com,TX,63100000,166.9676,Health,265,65,2006,5,Houston,Houston,330
2390,https://www.inc.com/profile/stokes-company-cpas-pc,"Stokes & Company, CPAs",http://stokescpas.com,SC,2300000,166.9388,Financial Services,20,8,1999,1,Unknown,Greenville,28
2391,https://www.inc.com/profile/metric-theory,Metric Theory,metrictheory.com,CA,18000000,166.9168,Advertising & Marketing,104,48,2012,3,San Francisco,San Francisco,152
2392,https://www.inc.com/profile/enviro-master-international-franchise,Enviro-Master International Franchise,enviro-master.info,NC,17000000,166.9119,Business Products & Services,57,35,2009,5,Charlotte,Charlotte,92
2393,https://www.inc.com/profile/enseo,Enseo,enseo.com,TX,63700000,166.9113,Media,115,73,2000,4,Dallas,Richardson,188
2394,https://www.inc.com/profile/equipment-management-group,Equipment Management Group,equipmentmg.com,GA,15500000,166.815,Logistics & Transportation,17,7,2008,4,Atlanta,Atlanta,24
2395,https://www.inc.com/profile/edlogical-group-corp,Edlogical Group Corp,edlogical.com,CA,2200000,166.7831,Education,48,25,2011,1,Los Angeles,Long Beach,73
2396,https://www.inc.com/profile/dane-manufacturing,Dane Manufacturing,danemfg.com,WI,29600000,166.729,Manufacturing,125,55,1917,5,"Madison, WI",Dane,180
2397,https://www.inc.com/profile/annleo,annLeo,annleo.com,IA,2200000,166.6508,Health,11,8,2011,2,Unknown,Milford,19
2398,https://www.inc.com/profile/connexa,Connexa,connexa.com,TX,9300000,166.6229,Energy,50,16,2008,2,"San Antonio, TX",Comfort,66
2399,https://www.inc.com/profile/sour-fish-events,Sour Fish Events,sourfishevents.com,IL,2300000,166.615,Consumer Products & Services,7,3,2012,1,Chicago,Chicago,10
2400,https://www.inc.com/profile/prime-tsr,Prime TSR,primetsr.com,IL,7500000,166.5394,IT Management,44,20,2013,2,Chicago,Chicago,64
2401,https://www.inc.com/profile/practice-promotions,Practice Promotions,practicepromotions.net,VA,4500000,166.51,Advertising & Marketing,30,5,2012,1,"Richmond, VA",Chesterfield,35
2402,https://www.inc.com/profile/net-conversion,Net Conversion,netconversion.com,FL,9500000,166.3009,Advertising & Marketing,43,14,2007,2,"Orlando, FL",Orlando,57
2403,https://www.inc.com/profile/vee-technologies,Vee Technologies,veetechnologies.com,NY,29400000,166.0374,Business Products & Services,54,13,2004,1,New York City,New York,67
2404,https://www.inc.com/profile/amijag,Amijag,amijag.com,TX,2900000,165.9621,Retail,7,5,2001,2,Houston,Houston,12
2405,https://www.inc.com/profile/priority-lighting,Priority Lighting,prioritylighting.com,CA,6300000,165.6552,Construction,10,8,2009,4,"Inland Empire, CA",Palm Desert,18
2406,https://www.inc.com/profile/sameday-insurance-services,Sameday Insurance Services,samedayinsurance.com,CA,5900000,165.6491,Insurance,63,45,2006,1,Los Angeles,La Mirada,108
2407,https://www.inc.com/profile/einstein-moving-company,Einstein Moving Company,einsteinmoving.com,TX,6400000,165.5447,Logistics & Transportation,100,50,2012,2,Austin,Austin,150
2408,https://www.inc.com/profile/alight-analytics,Alight Analytics,alightanalytics.com,MO,5600000,165.419,Software,49,17,2007,4,"Kansas City, MO-KS",Kansas City,66
2409,https://www.inc.com/profile/storebound,Storebound,bydash.com,NY,61300000,165.2415,Consumer Products & Services,20,10,2010,3,New York City,New York,30
2410,https://www.inc.com/profile/january-digital,January Digital,januarydigital.com,TX,5700000,165.2288,Advertising & Marketing,38,18,2012,3,New York City,Fort Worth,56
